species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0H03245g		CAGL-IPF1943|CAGL-CDS0850.1|CAG59867.1	ORF|Uncharacterized	Ortholog(s) have role in negative regulation of TORC1 signaling and cytoplasm localization	SCY1	302929	305811	2882	ChrH_C_glabrata_CBS138	OG0001008	{'GO:0005524', 'GO:0006468', 'GO:0005737', 'GO:1904262', 'GO:0004672'}	{'GO:0005524', 'GO:0006468', 'GO:0005737', 'GO:1904262', 'GO:0004672'}
Candida_glabrata	CAGL0H03267g		CAGL-IPF1939|CAGL-CDS0870.1|CAG59868.1	ORF|Uncharacterized	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity		305997	308738	2741	ChrH_C_glabrata_CBS138	OG0001572	{'GO:0005575', 'GO:0003676', 'GO:0000166', 'GO:0008150'}	{'GO:0005575', 'GO:0000166', 'GO:0003676', 'GO:0008150'}
Candida_glabrata	CAGL0H03289g		CAGL-IPF1938|CAGL-CDS2861.1|CAG59869.1	ORF|Uncharacterized	Has domain(s) with predicted Lys48-specific deubiquitinase activity, thiol-dependent ubiquitin-specific protease activity	YGL082W	308977	310478	1501	ChrH_C_glabrata_CBS138	OG0000446	{'GO:0005575', 'GO:0004843', 'GO:0008150', 'GO:1990380'}	{'GO:0005575', 'GO:0008150', 'GO:0004843', 'GO:1990380'}
Candida_glabrata	CAGL0H03311g		CAGL-IPF1937|CAGL-CDS4060.1|CAG59870.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YGL081W and Saccharomyces cerevisiae S288C : YGL081W	YGL081W	310699	311430	731	ChrH_C_glabrata_CBS138	OG0006773	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H03333g		CAGL-IPF1936|CAGL-CDS5022.1|CAG59871.1	ORF|Uncharacterized	Ortholog(s) have pyruvate transmembrane transporter activity, role in mitochondrial pyruvate transmembrane transport and integral component of mitochondrial inner membrane localization	MPC1	312081	312488	407	ChrH_C_glabrata_CBS138	OG0004190	{'GO:0006850', 'GO:0050833', 'GO:0031305', 'GO:0005743'}	{'GO:0006850', 'GO:0050833', 'GO:0031305'}
Candida_glabrata	CAGL0H03355g		CAGL-IPF1935|CAGL-CDS4351.1|CAG59872.1	ORF|Uncharacterized	Ortholog(s) have role in endosome organization, regulation of protein localization and BLOC-1 complex localization	KXD1	312777	313704	927	ChrH_C_glabrata_CBS138	OG0004279	{'GO:0006308', 'GO:0003674', 'GO:0031083', 'GO:0009318', 'GO:0032880', 'GO:0007032', 'GO:0008855'}	{'GO:0007032', 'GO:0031083', 'GO:0003674', 'GO:0032880'}
Candida_glabrata	CAGL0H03377g	DBP3	CAGL-IPF1934|CAGL-CDS1837.1|CAG59873.1	ORF|Uncharacterized	Ortholog(s) have ATP-dependent RNA helicase activity and role in endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	DBP3	313711	315527	1816	ChrH_C_glabrata_CBS138	OG0002284	{'GO:0005524', 'GO:0005730', 'GO:0004004', 'GO:0003676', 'GO:0030687', 'GO:0000464'}	{'GO:0005524', 'GO:0005730', 'GO:0004004', 'GO:0003676', 'GO:0030687', 'GO:0000464'}
Candida_glabrata	CAGL0H03399g		CAGL-IPF1933|CAGL-CDS1734.1|CAG59874.1	ORF|Uncharacterized	Ortholog(s) have (R)-carnitine transmembrane transporter activity, choline transmembrane transporter activity, ethanolamine transmembrane transporter activity	HNM1	315728	317877	2149	ChrH_C_glabrata_CBS138	OG0000162	{'GO:0034229', 'GO:0015871', 'GO:0015220', 'GO:0055085', 'GO:0016021', 'GO:1901235', 'GO:0031460', 'GO:0006865', 'GO:1900749', 'GO:0016020', 'GO:0022857', 'GO:0034228'}	{'GO:0034229', 'GO:0015871', 'GO:0015220', 'GO:0016021', 'GO:1901235', 'GO:0031460', 'GO:0006865', 'GO:1900749', 'GO:0034228'}
Candida_glabrata	CAGL0H03410r		Novel_noncoding_38	ncRNA|Uncharacterized			318374	318475	101	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H03416r		Novel_noncoding_39	ncRNA|Uncharacterized			318906	319005	99	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H03421g		CAGL-IPF1930|CAGL-CDS3110.1|CAG59875.1	ORF|Uncharacterized	Ortholog(s) have structural molecule activity, role in karyogamy, protein localization to spindle pole body, spindle pole body duplication and nuclear envelope, spindle pole body localization	MPS2	318953	320497	1544	ChrH_C_glabrata_CBS138	OG0006533	{'GO:0005816', 'GO:0005198', 'GO:0000741', 'GO:0005635', 'GO:0030474', 'GO:0071988'}	{'GO:0005816', 'GO:0005198', 'GO:0000741', 'GO:0005635', 'GO:0030474', 'GO:0071988'}
Candida_glabrata	CAGL0H03443g		CAGL-IPF1928|CAGL-CDS1070.1|CAG59876.1	ORF|Uncharacterized	Ortholog(s) have DNA-binding transcription factor activity	HSF1	320697	323689	2992	ChrH_C_glabrata_CBS138	OG0003002	{'GO:0045944', 'GO:0032007', 'GO:0034605', 'GO:0005634', 'GO:0006355', 'GO:0003700', 'GO:0070202', 'GO:0043565'}	{'GO:0045944', 'GO:0032007', 'GO:0034605', 'GO:0005634', 'GO:0003700', 'GO:0070202', 'GO:0043565'}
Candida_glabrata	CAGL0H03465g		CAGL-IPF11008|CAGL-CDS5009.1|CAG59877.1	ORF|Uncharacterized	Protein of unknown function		323129	323524	395	ChrH_C_glabrata_CBS138	OG0006764	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H03487g	AFT1	CAGL-IPF1925|CAGL-CDS1865.1|CAG59878.1	ORF|Verified	Putative RNA polymerase II transcription factor, involved in regulation of iron acquisition genes; required for growth under iron depletion	AFT1	323747	325859	2112	ChrH_C_glabrata_CBS138	OG0000384	{'GO:0034087', 'GO:0045132', 'GO:0005737', 'GO:0005634', 'GO:0009405', 'GO:0000122', 'GO:0000987', 'GO:0006879', 'GO:0034758', 'GO:0036086', 'GO:0000778', 'GO:0000981', 'GO:0032048'}	{'GO:0034087', 'GO:0045132', 'GO:0005737', 'GO:0005634', 'GO:0009405', 'GO:0000122', 'GO:0000987', 'GO:0006879', 'GO:0034758', 'GO:0036086', 'GO:0000778', 'GO:0000981', 'GO:0032048'}
Candida_glabrata	CAGL0H03509g		CAGL-IPF1923|CAGL-CDS5153.1|CAG59879.1	ORF|Uncharacterized	Ortholog(s) have DNA-directed 5'-3' RNA polymerase activity, RNA-directed 5'-3' RNA polymerase activity	RPB9	325528	327276	1748	ChrH_C_glabrata_CBS138	OG0002322	{'GO:0006351', 'GO:0003676', 'GO:0001193', 'GO:0006367', 'GO:0005665', 'GO:0008270', 'GO:0006379', 'GO:0006283', 'GO:0003677', 'GO:0003968', 'GO:0003899'}	{'GO:0003676', 'GO:0001193', 'GO:0006367', 'GO:0005665', 'GO:0008270', 'GO:0006283', 'GO:0003677', 'GO:0003968', 'GO:0003899'}
Candida_glabrata	CAGL0H03531g	MNP1	CAGL-IPF1921|CAGL-CDS4623.1|CAG59880.1	ORF|Uncharacterized	Putative mitochondrial-nucleoid specific ribosomal protein; protein abundance decreased in ace2 mutant cells	MNP1	326438	329928	3490	ChrH_C_glabrata_CBS138	OG0001082	{'GO:0005762', 'GO:0042645', 'GO:0003735', 'GO:0006412', 'GO:0005840'}	{'GO:0005762', 'GO:0003735', 'GO:0006412', 'GO:0042645'}
Candida_glabrata	CAGL0H03553g		CAGL-IPF1920|CAGL-CDS2096.1|CAG59881.1	ORF|Uncharacterized	Ortholog(s) have protein serine/threonine kinase activity, protein tyrosine kinase activity and role in Dma1-dependent checkpoint, linear element assembly, positive regulation of reciprocal meiotic recombination, regulation of DNA repair		327276	330836	3560	ChrH_C_glabrata_CBS138	OG0003712	{'GO:0005524', 'GO:0000228', 'GO:0006468', 'GO:0004674', 'GO:0032153', 'GO:0044810', 'GO:0010845', 'GO:0030999', 'GO:0006282', 'GO:0004713', 'GO:0044732', 'GO:0004672'}	{'GO:0005524', 'GO:0000228', 'GO:0006468', 'GO:0004674', 'GO:0032153', 'GO:0044810', 'GO:0010845', 'GO:0006282', 'GO:0004713', 'GO:0030999', 'GO:0044732'}
Candida_glabrata	CAGL0H03575g		CAGL-IPF1916|CAGL-CDS1987.1|CAG59882.1	ORF|Uncharacterized	Ortholog(s) have role in spindle pole body duplication, spore membrane bending pathway and endoplasmic reticulum, nucleus, prospore membrane localization	SPO1	330987	332879	1892	ChrH_C_glabrata_CBS138	OG0001432	{'GO:0009395', 'GO:0005783', 'GO:0004620', 'GO:0005634', 'GO:0070583', 'GO:0030474', 'GO:0005628'}	{'GO:0009395', 'GO:0005783', 'GO:0004620', 'GO:0005634', 'GO:0070583', 'GO:0030474', 'GO:0005628'}
Candida_glabrata	CAGL0H03597g		CAGL-IPF1915|CAGL-CDS4134.1|CAG59883.1	ORF|Uncharacterized	Has domain(s) with predicted calcium ion binding activity		333007	333947	940	ChrH_C_glabrata_CBS138	OG0001625	{'GO:0005509', 'GO:0005575', 'GO:0008150'}	{'GO:0005509', 'GO:0005575', 'GO:0008150'}
Candida_glabrata	CAGL0H03619g		CAGL-IPF1914|CAGL-CDS2192.1|CAG59884.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YNL011C, C. albicans SC5314 : C7_01230C_A, C. dubliniensis CD36 : Cd36_71090, C. parapsilosis CDC317 : CPAR2_300420 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_111980	YNL011C	333754	335749	1995	ChrH_C_glabrata_CBS138	OG0001314	{'GO:0005575', 'GO:0043743', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H03641g		CAGL-IPF1912|CAGL-CDS4072.1|CAG59885.1	ORF|Uncharacterized	Ortholog(s) have glycerol-1-phosphatase activity, glycerol-3-phosphatase activity, sorbitol-6-phosphatase activity and role in alditol phosphate metabolic process	YNL010W	336292	337350	1058	ChrH_C_glabrata_CBS138	OG0000865	{'GO:0016791', 'GO:0000121', 'GO:0005575', 'GO:0043136', 'GO:0052646', 'GO:0050286'}	{'GO:0000121', 'GO:0005575', 'GO:0043136', 'GO:0052646', 'GO:0050286'}
Candida_glabrata	CAGL0H03663g		CAGL-IPF1911|CAGL-CDS2650.1|CAG59886.1	ORF|Uncharacterized	Ortholog(s) have isocitrate dehydrogenase (NADP+) activity, role in fatty acid beta-oxidation and peroxisomal importomer complex, peroxisome localization	IDP3	337497	338844	1347	ChrH_C_glabrata_CBS138	OG0000068	{'GO:0004450', 'GO:0006102', 'GO:0005777', 'GO:0051287', 'GO:0006635', 'GO:0016616', 'GO:1990429', 'GO:0000287'}	{'GO:0004450', 'GO:0006102', 'GO:0005777', 'GO:0006635', 'GO:1990429'}
Candida_glabrata	CAGL0H03685g		CAGL-IPF1910|CAGL-CDS2232.1|CAG59887.1	ORF|Uncharacterized	Ortholog(s) have role in anisotropic cell growth, conidium formation, endocytosis, establishment of cell polarity		339017	340790	1773	ChrH_C_glabrata_CBS138	OG0002023	{'GO:0030010', 'GO:0009451', 'GO:0048315', 'GO:0001522', 'GO:0003723', 'GO:0005575', 'GO:0006897', 'GO:0006396', 'GO:0051211', 'GO:0009982'}	{'GO:0030010', 'GO:0048315', 'GO:0003723', 'GO:0005575', 'GO:0006897', 'GO:0006396', 'GO:0051211'}
Candida_glabrata	CAGL0H03707g		CAGL-IPF1909|CAGL-CDS3160.1|CAG59888.1	ORF|Uncharacterized	Ortholog(s) have misfolded protein binding activity and role in misfolded protein transport, nuclear protein quality control by the ubiquitin-proteasome system, protein folding, tRNA import into nucleus, translational initiation	SIS1	340581	342875	2294	ChrH_C_glabrata_CBS138	OG0001740	{'GO:0035719', 'GO:0005634', 'GO:0051082', 'GO:0006457', 'GO:0022627', 'GO:0051787', 'GO:0071630', 'GO:0070843', 'GO:0006413'}	{'GO:0035719', 'GO:0005634', 'GO:0051082', 'GO:0006457', 'GO:0022627', 'GO:0051787', 'GO:0071630', 'GO:0070843', 'GO:0006413'}
Candida_glabrata	CAGL0H03729g		CAGL-IPF1907|CAGL-CDS3577.1|CAG59889.1	ORF|Uncharacterized	Ortholog(s) have protein kinase activator activity	LST8	342234	344346	2112	ChrH_C_glabrata_CBS138	OG0003366	{'GO:0000139', 'GO:0031234', 'GO:0031932', 'GO:0031930', 'GO:0030950', 'GO:0005515', 'GO:0031931', 'GO:0034399', 'GO:0031505', 'GO:0001558', 'GO:0010008', 'GO:0030295', 'GO:0031929'}	{'GO:0000139', 'GO:0031234', 'GO:0031932', 'GO:0031930', 'GO:0030950', 'GO:0031931', 'GO:0034399', 'GO:0031505', 'GO:0001558', 'GO:0010008', 'GO:0030295', 'GO:0031929'}
Candida_glabrata	CAGL0H03751g		CAGL-IPF1906|CAGL-CDS0415.1|CAG59890.1	ORF|Uncharacterized	Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific activity, role in positive regulation of transcription by RNA polymerase II and nuclear chromatin localization		343139	351680	8541	ChrH_C_glabrata_CBS138	OG0000700	{'GO:0045944', 'GO:0001228', 'GO:0006355', 'GO:0003700', 'GO:0000790', 'GO:0003677'}	{'GO:0003677', 'GO:0001228', 'GO:0045944', 'GO:0000790'}
Candida_glabrata	CAGL0H03773g		CAGL-IPF1902|CAGL-CDS3435.1|CAG59891.1	ORF|Uncharacterized	Ortholog(s) have role in exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	RLP7	354704	355996	1292	ChrH_C_glabrata_CBS138	OG0001799	{'GO:0005730', 'GO:0000463', 'GO:0003674', 'GO:0030687', 'GO:0000465'}	{'GO:0005730', 'GO:0000463', 'GO:0003674', 'GO:0030687', 'GO:0000465'}
Candida_glabrata	CAGL0H03795g	LEU2	CAGL-IPF1900|CAGL-CDS3025.1|CAG59892.1	ORF|Uncharacterized	3-isopropylmalate dehydrogenase		356238	358170	1932	ChrH_C_glabrata_CBS138	OG0000967	{'GO:0055114', 'GO:0005829', 'GO:0051287', 'GO:0016616', 'GO:0009098', 'GO:0000287', 'GO:0003862'}	{'GO:0055114', 'GO:0005829', 'GO:0009098', 'GO:0003862'}
Candida_glabrata	CAGL0H03817g		CAGL-IPF1899|CAGL-CDS2161.1|CAG59893.1	ORF|Uncharacterized	Ortholog(s) have role in tRNA wobble position uridine thiolation and mitochondrion localization		356740	360224	3484	ChrH_C_glabrata_CBS138	OG0002642	{'GO:0005739', 'GO:0030170', 'GO:0031071', 'GO:0002143', 'GO:0003824', 'GO:0044571'}	{'GO:0005739', 'GO:0030170', 'GO:0002143', 'GO:0003824'}
Candida_glabrata	CAGL0H03839g		CAGL-IPF1897|CAGL-CDS3734.1|CAG59894.1	ORF|Uncharacterized	Ortholog(s) have S-adenosyl-L-methionine transmembrane transporter activity, role in S-adenosyl-L-methionine transport and mitochondrion localization	PET8	359917	360974	1057	ChrH_C_glabrata_CBS138	OG0002329	{'GO:0000095', 'GO:0005739', 'GO:0015805'}	{'GO:0000095', 'GO:0005739', 'GO:0015805'}
Candida_glabrata	CAGL0H03861g		CAGL-IPF1895|CAGL-CDS2450.1|CAG59895.1	ORF|Uncharacterized	Ortholog(s) have mRNA binding, single-stranded telomeric DNA binding activity, role in nuclear mRNA surveillance, poly(A)+ mRNA export from nucleus, telomere maintenance and cytoplasmic stress granule, cytosol, nucleus localization	GBP2	360211	362667	2456	ChrH_C_glabrata_CBS138	OG0000563	{'GO:0071028', 'GO:0005829', 'GO:0003729', 'GO:0003676', 'GO:0000723', 'GO:0005634', 'GO:0016973', 'GO:0000166', 'GO:0043047', 'GO:0010494'}	{'GO:0071028', 'GO:0005829', 'GO:0003729', 'GO:0000723', 'GO:0005634', 'GO:0016973', 'GO:0000166', 'GO:0043047', 'GO:0010494'}
Candida_glabrata	CAGL0H03883g		CAGL-IPF1894|CAGL-CDS3266.1|CAG59896.1	ORF|Uncharacterized	Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization		362684	365020	2336	ChrH_C_glabrata_CBS138	OG0003167	{'GO:0003735', 'GO:0006412', 'GO:0005840'}	{'GO:0003735', 'GO:0006412', 'GO:0005840'}
Candida_glabrata	CAGL0H03905g		CAGL-IPF1892|CAGL-CDS3595.1|CAG59897.1	ORF|Uncharacterized	Ortholog(s) have acetolactate synthase activity, enzyme regulator activity, role in branched-chain amino acid biosynthetic process and acetolactate synthase complex, mitochondrial nucleoid localization	ILV6	364128	365377	1249	ChrH_C_glabrata_CBS138	OG0003319	{'GO:0009082', 'GO:0003984', 'GO:0042645', 'GO:0016597', 'GO:0030234', 'GO:0005948', 'GO:1990610'}	{'GO:0009082', 'GO:0003984', 'GO:0042645', 'GO:0016597', 'GO:0030234', 'GO:0005948'}
Candida_glabrata	CAGL0H03927g		CAGL-IPF1891|CAGL-CDS2207.1|CAG59898.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin binding activity	STP22	365488	367067	1579	ChrH_C_glabrata_CBS138	OG0001301	{'GO:0015031', 'GO:0016485', 'GO:0009898', 'GO:0006612', 'GO:1904669', 'GO:0000813', 'GO:0006623', 'GO:0071467', 'GO:0045324', 'GO:0006464', 'GO:0036177', 'GO:0043130', 'GO:1902915'}	{'GO:0016485', 'GO:0009898', 'GO:0006612', 'GO:1904669', 'GO:0006464', 'GO:0006623', 'GO:0000813', 'GO:0071467', 'GO:0045324', 'GO:0036177', 'GO:0043130', 'GO:1902915'}
Candida_glabrata	CAGL0H03938g		Novel_proteincoding19	ORF|Uncharacterized	Has domain(s) with predicted proton transmembrane transporter activity, role in ATP hydrolysis coupled proton transport and proton-transporting V-type ATPase, V0 domain localization		367237	368001	764	ChrH_C_glabrata_CBS138	OG0003853	{'GO:0033179', 'GO:0015991', 'GO:0015078', 'GO:1902600'}	{'GO:0033179', 'GO:0015991', 'GO:0015078'}
Candida_glabrata	CAGL0H03949g		CAGL-IPF1888|CAGL-CDS2786.1|CAG59899.1	ORF|Uncharacterized	Has domain(s) with predicted role in RNA surveillance, nuclear-transcribed mRNA catabolic process, no-go decay, nuclear-transcribed mRNA catabolic process, non-stop decay	YCL001W-B	368317	369667	1350	ChrH_C_glabrata_CBS138	OG0000463	{'GO:0003674', 'GO:0070966', 'GO:0005575', 'GO:0071025', 'GO:0070481'}	{'GO:0003674', 'GO:0070966', 'GO:0005575', 'GO:0071025', 'GO:0070481'}
Candida_glabrata	CAGL0H03971g		CAGL-IPF1887|CAGL-CDS3898.1|CAG59900.1	ORF|Uncharacterized	Ortholog(s) have role in cellular response to oxidative stress, pathogenesis and cytoplasm, membrane raft, plasma membrane localization	YCP4	369772	370847	1075	ChrH_C_glabrata_CBS138	OG0004331	{'GO:0005737', 'GO:0010181', 'GO:0003955', 'GO:0009405', 'GO:0034599', 'GO:0045892', 'GO:0016491', 'GO:0005886', 'GO:0045121'}	{'GO:0005737', 'GO:0010181', 'GO:0003955', 'GO:0009405', 'GO:0034599', 'GO:0045892', 'GO:0016491', 'GO:0005886', 'GO:0045121'}
Candida_glabrata	CAGL0H03993g		CAGL-IPF1884|CAGL-CDS2236.1|CAG59901.1	ORF|Uncharacterized	Ortholog(s) have citrate (Si)-synthase activity, role in acetyl-CoA catabolic process, tricarboxylic acid cycle and glyoxysome, mitochondrion localization	CIT1	371673	373987	2314	ChrH_C_glabrata_CBS138	OG0000212	{'GO:0005739', 'GO:0006101', 'GO:0044262', 'GO:0046356', 'GO:0009514', 'GO:0046912', 'GO:0004108', 'GO:0006099'}	{'GO:0005739', 'GO:0044262', 'GO:0009514', 'GO:0046356', 'GO:0004108', 'GO:0006099'}
Candida_glabrata	CAGL0H04015g		CAGL-IPF1881|CAGL-CDS3412.1|CAG59902.1	ORF|Uncharacterized	Protein of unknown function		377219	378307	1088	ChrH_C_glabrata_CBS138	OG0006684	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H04037g		CAGL-IPF1880|CAGL-CDS0578.1|CAG59903.1	ORF|Uncharacterized	Ortholog(s) have heat shock protein binding, protein phosphatase regulator activity, role in mitotic spindle assembly checkpoint, response to heat and protein phosphatase type 1 complex localization	GAC1	378446	382177	3731	ChrH_C_glabrata_CBS138	OG0000321	{'GO:0005515', 'GO:0009408', 'GO:0031072', 'GO:0000164', 'GO:0019888', 'GO:0007094'}	{'GO:0009408', 'GO:0031072', 'GO:0000164', 'GO:0019888', 'GO:0007094'}
Candida_glabrata	CAGL0H04059g		CAGL-IPF1875|CAGL-CDS4698.1|CAG59904.1	ORF|Uncharacterized	Protein of unknown function		383247	383690	443	ChrH_C_glabrata_CBS138	OG0006661	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H04081g	ERG13	CAGL-IPF1873|CAGL-CDS2311.1|CAG59905.1	ORF|Uncharacterized	3-hydroxy-3-methylglutaryl coenzyme A synthase; protein abundance increased in ace2 mutant cells		384929	387277	2348	ChrH_C_glabrata_CBS138	OG0002821	{'GO:0006696', 'GO:0010142', 'GO:0004421', 'GO:0008299', 'GO:0006084', 'GO:0005575', 'GO:0016746', 'GO:0007163'}	{'GO:0006696', 'GO:0010142', 'GO:0004421', 'GO:0006084', 'GO:0005575', 'GO:0007163'}
Candida_glabrata	CAGL0H04103g		CAGL-IPF1872|CAGL-CDS1184.1|CAG59906.1	ORF|Uncharacterized	Ortholog(s) have role in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, cellular response to DNA damage stimulus, cellular response to methylmercury	UFO1	387391	391589	4198	ChrH_C_glabrata_CBS138	OG0000602	{'GO:0031146', 'GO:0003674', 'GO:0019005', 'GO:0006974', 'GO:0005634', 'GO:0005737', 'GO:0005515', 'GO:0071406'}	{'GO:0031146', 'GO:0003674', 'GO:0019005', 'GO:0006974', 'GO:0005634', 'GO:0005737', 'GO:0071406'}
Candida_glabrata	CAGL0H04125g		CAGL-IPF1871|CAGL-CDS1932.1|CAG59907.1	ORF|Uncharacterized	Ortholog(s) have D-arabinono-1,4-lactone oxidase activity	ALO1	390531	392631	2100	ChrH_C_glabrata_CBS138	OG0002739	{'GO:0055114', 'GO:0003885', 'GO:0009267', 'GO:0070485', 'GO:0036170', 'GO:0009405', 'GO:0050660', 'GO:0034599', 'GO:0005886', 'GO:0071949', 'GO:0016020', 'GO:0016899', 'GO:0031307', 'GO:0008762', 'GO:0016491'}	{'GO:0055114', 'GO:0003885', 'GO:0009267', 'GO:0070485', 'GO:0036170', 'GO:0009405', 'GO:0050660', 'GO:0034599', 'GO:0005886', 'GO:0031307', 'GO:0008762'}
Candida_glabrata	CAGL0H04147g		CAGL-IPF1870|CAGL-CDS3813.1|CAG59908.1	ORF|Uncharacterized	Protein of unknown function		392787	394197	1410	ChrH_C_glabrata_CBS138	OG0006818	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H04169g		CAGL-IPF1867|CAGL-CDS1053.1|CAG59909.1	ORF|Uncharacterized	Has domain(s) with predicted catalytic activity, pyridoxal phosphate binding activity	YML082W	394257	396500	2243	ChrH_C_glabrata_CBS138	OG0000742	{'GO:0030170', 'GO:0008150', 'GO:0003824', 'GO:0005575', 'GO:0019346'}	{'GO:0005575', 'GO:0030170', 'GO:0003824', 'GO:0008150'}
Candida_glabrata	CAGL0H04191g		CAGL-IPF13382|CAG59910.2	ORF|Uncharacterized	Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, mitochondrial proton-transporting ATP synthase complex assembly, protein complex oligomerization	ATP18	396831	397001	170	ChrH_C_glabrata_CBS138	OG0004959	{'GO:0015078', 'GO:0045263', 'GO:0046933', 'GO:0033615', 'GO:0000276', 'GO:0005886', 'GO:0051259', 'GO:0015986'}	{'GO:0046933', 'GO:0033615', 'GO:0000276', 'GO:0005886', 'GO:0051259', 'GO:0015986'}
Candida_glabrata	CAGL0H04213g		CAGL-IPF1864|CAGL-CDS0177.1|CAG59911.1	ORF|Uncharacterized	Ortholog(s) have sequence-specific DNA binding activity and role in acetate biosynthetic process, regulation of transcription, DNA-templated	TDA9	398227	402556	4329	ChrH_C_glabrata_CBS138	OG0000451	{'GO:0006351', 'GO:0005634', 'GO:0006355', 'GO:0008270', 'GO:0019413', 'GO:0003677', 'GO:0043565'}	{'GO:0006351', 'GO:0005634', 'GO:0006355', 'GO:0008270', 'GO:0019413', 'GO:0043565'}
Candida_glabrata	CAGL0H04235g		CAGL-IPF1861|CAGL-CDS2732.1|CAG59912.1	ORF|Uncharacterized	Ortholog(s) have tRNA dihydrouridine synthase activity and role in tRNA modification	DUS1	402947	405266	2319	ChrH_C_glabrata_CBS138	OG0001161	{'GO:0055114', 'GO:0003824', 'GO:0050660', 'GO:0008033', 'GO:0005575', 'GO:0017150', 'GO:0006400'}	{'GO:0055114', 'GO:0050660', 'GO:0005575', 'GO:0017150', 'GO:0006400'}
